frame,numero_pers,max_x,max_y,min_x,min_y,est_joueur
27,10,664.586,261.121,617.56,143.482,0
27,4,842.987,153.288,809.632,69.0983,0
27,5,993.855,129.744,962.521,67.1198,0
27,13,956.52,149.377,909.541,67.0989,0
27,14,509.893,157.221,492.123,80.8099,0
27,15,22.0478,243.499,4.38634,161.091,0
27,17,1062.37,145.414,1009.46,80.8019,0
27,18,1211.18,117.995,1162.24,53.3915,0
27,16,1170.11,116.073,1136.77,53.2942,0
28,0,425.588,163.073,390.346,71.092,0
28,9,458.929,447.166,368.818,306.092,1
28,2,899.79,149.425,854.764,65.1307,0
28,11,913.412,621.511,786.121,366.914,1
28,10,664.587,261.124,617.543,143.488,0
28,6,227.734,151.414,178.747,71.1291,0
28,1,274.841,149.366,243.505,76.8894,0
28,3,1064.28,147.375,1038.81,68.9605,0
28,7,311.987,147.399,264.999,73.0163,0
28,8,478.568,163.122,447.215,73.0605,0
28,12,261.071,149.351,145.476,69.0599,0
28,4,842.98,153.337,809.607,69.0952,0
28,13,956.52,149.392,903.728,69.0035,0
28,5,993.844,129.738,962.505,67.1354,0
28,17,1027.11,116.165,929.071,68.9568,0
28,14,509.887,151.402,492.117,80.8247,0
28,15,22.0453,243.498,4.38756,161.084,0
28,17,1013.35,102.332,1009.47,80.7906,0
28,18,1199.46,118.031,1162.23,53.3797,0
28,16,1211.2,116.121,1134.81,53.3031,0
29,9,456.95,447.17,368.866,302.223,1
29,0,423.702,163.136,388.465,71.0921,0
29,2,948.737,149.439,854.758,65.1416,0
29,6,227.769,151.39,176.842,71.1197,0
29,10,664.585,261.125,617.547,143.493,0
29,11,913.423,621.529,786.115,372.716,1
29,1,274.848,149.378,243.499,76.8883,0
29,3,1064.27,147.376,1038.81,68.9638,0
29,4,854.677,155.243,809.599,69.0961,0
29,12,172.9,149.375,145.471,69.055,0
29,7,310.033,149.306,261.109,73.021,0
29,8,478.588,163.147,447.247,74.9491,0
29,5,993.85,129.788,903.715,67.1357,0
29,13,1027,149.382,919.347,67.1259,0
29,5,978.061,114.063,962.51,68.9782,0
29,13,946.78,94.5614,919.394,69.0147,0
29,17,1013.35,88.7102,929.129,68.9928,0
29,14,513.784,151.427,490.292,80.8015,0
29,15,22.053,243.491,4.38605,161.08,0
29,3,1009.48,102.357,1009.46,80.7537,0
29,18,1207.31,116.156,1179.81,53.386,0
29,16,1170.11,116.102,1136.75,53.3157,0
30,0,423.684,163.116,390.342,71.0924,0
30,9,456.944,447.19,368.823,294.405,1
30,2,917.334,149.404,854.752,65.1629,0
30,11,903.654,621.554,782.158,370.855,1
